text,complexity
The internal helpdesk portal loads correctly for most users but shows a blank form section for users on older versions of Safari,moderate
"Two machines same spec same config, one runs the application fine, other gets timeout errors.",complex
User accidentally archived their entire inbox and needs it restored,simple
"User's access revoked on system they never had access to, now blocking their actual account.",complex
ACL somewhere is blocking ICMP from my workstation 10.40.0.55 to the monitoring server at 10.40.0.1 — ping fails but HTTP to same host works fine. Nobody else on this VLAN has the problem,simple
Outlook won't open.,simple
Task Manager won't open.,simple
User reports their desktop icons rearrange themselves after every reboot.,moderate
User's local printer prints a test page fine but jobs from specific applications get stuck in the queue,moderate
Helpdesk software throws a 500 error when closing tickets assigned to one particular agent.,complex
User gets admin prompt every time they open a specific folder.,simple
Incoming faxes stopped arriving after the office phone system was updated. Outgoing faxes work.,moderate
"After migrating to a new ERP system, reports that used to generate in seconds now take over 10 minutes. Happens for all users. Database team says queries look fine on their end.",complex
Three VMs on the same host started experiencing packet loss at the same time. The host network interface shows no errors. VMs on a second host on the same switch are fine.,complex
Group policy applied but setting not taking effect on one user only.,complex
User cannot log into their laptop after a Windows update was applied last night. They've tried their usual password and the PIN but neither works. IT had pushed a policy update around the same time.,moderate
Computer won't recognize any USB device. Ports all tested fine on another machine.,moderate
security configs blocking services intermittently unclear rules,complex
"Switch port Gi1/0/22 on SW-BLDG3-01 showing ""err-disabled"" state in monitoring. Device connected is a Cisco IP phone. Probably a PoE issue or BPDU guard trigger. No one touched the port. Just needs investigation and re-enabling",simple
Bluetooth connects then immediately disconnects.,moderate
User needs a new Teams channel created for their project,simple
One department's emails are going to spam for external recipients. Other departments are fine.,complex
Microphone volume resets to zero every time the laptop sleeps.,moderate
NAT rule on edge router EDGE-CORP-02 not translating my workstation's traffic — source IP 10.55.0.33 showing as untranslated in packet captures outside the NAT device. All other hosts on same /24 translate correctly,simple
Shared calendar shows different appointments depending on which machine you view it from.,complex
Laptop charging light blinks orange instead of white.,simple
User needs the PDF viewer set as the default instead of the browser,simple
User needs a USB-C to HDMI adapter,simple
Trunk port between SW-ACCESS-12 and my desk patch panel showing only VLAN 1 active — should also carry VLANs 10 and 30 based on my role. Other ports on same switch carrying all three VLANs correctly. Single port issue,simple
Software update fails at 99% every attempt. Different error code each time.,complex
PC takes long to shut down.,simple
"After enabling audit logging on an SQL server, three stored procedures that ran in under one second now take over a minute. Disabling logging restores performance. No index changes were made.",complex
"After a cloud storage quota increase, upload speeds for large files dropped significantly for all users. Small files upload at normal speed.",complex
"Antivirus scan completes instantly and shows no results, suspicious given drive size.",complex
New PC takes longer to log in than the 5-year-old machine it replaced.,complex
DNS lookup for external websites failing on my desktop since this morning. Internal sites load fine. My IP address 10.20.1.88 looks correct. No changes made recently. Just needs someone to fix the resolver please,simple
Power button triggers sleep instead of shutdown despite settings saying otherwise.,simple
Application toolbar disappeared after the window was resized,simple
Colleague's name is spelled wrong in the company directory,simple
Windows hello PIN works but fingerprint reader stopped being offered as option.,simple
User's login works on all machines except the one assigned to them.,complex
"After a password reset, a user's account unlocks briefly then locks again within two minutes. No failed login attempts are logged during that window.",complex
VoIP desk phone shows 'No Service' after being moved to a different floor,moderate
BGP session to upstream peer 198.51.100.1 dropping daily at roughly 0400 UTC — hold timer expiring in logs. Keepalives confirmed sending correctly. ISP says their equipment is fine. Wireshark capture scheduled for tonight to investigate,moderate
Two users merged into one AD account somehow. Both now share inbox and drive.,complex
OSPF area 1 losing routes intermittently on RTR-WAN-02 and RTR-WAN-03 — both showing neighbor state stuck in EXSTART for 3-4 minutes before recovering. DBD exchange failing. MTU mismatch suspected but both interfaces showing 1500. Investigating,moderate
Software license prompt appears even though license is valid and activated.,moderate
usb slow transfer,simple
Packet loss of 11 percent on the inter-datacenter dark fiber link between DC-EAST and DC-WEST measured via continuous iperf3 test. Physical layer cleared by facilities team — no errors on optics. QoS not suspected. Carrier notified but no technician dispatched yet. Five application flows affected,moderate
File upload works for all file types except CSV in one specific internal portal.,moderate
One user's VPN traffic routes through a different country than everyone else on the same profile.,complex
Same password rejected by one system but accepted by four others simultaneously.,complex
VPN reconnects automatically but DNS stops resolving after each reconnection.,complex
Scanner not detected after Windows update. Driver reinstall fails silently.,moderate
"New machine identical to old one, but one legacy app refuses to run citing OS version.",moderate
Single key on keyboard registers double input.,simple
"All 76 branch IPSec tunnels on Cisco FTD 4120 hub failed at 0400 after PKI auto-enrollment renewed the identity certificate with wrong SubjectAltName — IKEv2 returning ""TS_UNACCEPTABLE"" on all spokes. Phase 1 completes. Certificate SAN now shows hub.new-domain.com but spokes still sending IKE to hub.old-domain.com. Manual SAN correction attempted on three spokes — same failure",complex
Specific website works on all browsers except the one set as default.,moderate
Monitor turns off mid-session and won't wake up until unplugged.,moderate
Two users share a printer but one gets correct output while the other's jobs print garbled text.,complex
ARP spoofing attack active on VLAN 300 — rogue host at 10.30.0.99 sending gratuitous ARPs claiming MAC of gateway 10.30.0.1. DAI supposed to block this but inspection logs show packets passing. 750 workstations potentially having traffic intercepted right now. Checked DAI DHCP snooping binding table — entries missing for VLAN 300,complex
Laptop screen brightness stuck at 50% after update.,simple
Proxy exclusion list missing our internal Confluence server at confluence.internal.corp — every page load triggers proxy auth prompt and then fails. URGENT for my team documentation work today. Single user affected currently,simple
User is not receiving calendar invites from external senders,moderate
User is getting calendar invites in a language they didn't set.,moderate
Browser keeps asking to save password for a site with no login page.,moderate
mouse not moving,simple
User's laptop camera works in Device Manager but shows a black screen in every app,moderate
Load balancer Citrix ADC VIP at 10.80.0.50 is marking all pool members down despite members responding to manual health checks. Monitors configured as HTTP GET /ping returning 200 OK. Four users completely unable to reach the application through VIP,moderate
CD drive tray opens and closes but disc isn't read.,simple
User's local admin rights were accidentally removed. Needs them restored.,simple
User's work email is not appearing on their new iPhone after following setup instructions,simple
User needs a recurring daily reminder set in Outlook,simple
User's Teams is not showing notifications even though they are enabled in settings,moderate
Email sends fine internally but external recipients never get the messages. No bounce received.,complex
User's typed text appears with a 3-second delay on screen only in one app.,moderate
Excel file won't open. Says it's in use but no one else has it open.,moderate
"HDMI audio works, DisplayPort video works, but not at the same time from same device.",complex
Switch port Fa0/12 on SW-FLOOR1-WEST showing down/down despite cable being firmly seated. Device is a networked printer model HP LaserJet M404dn. No changes were made to that port recently whatsoever,simple
"After password change, user is locked out within minutes despite entering correct credentials.",complex
User is unable to print from a specific application only. All other apps print normally to the same printer.,moderate
Spanning tree port Gi0/9 on SW-CORP-05 oscillating between forwarding and blocking every 90 seconds — logs show repeated topology change notifications. PortFast enabled on that port already. BPDU guard not triggering. Connected device is a managed KVM switch — may be sourcing BPDUs,moderate
Page numbers in Word document restart at 1 mid-document for no clear reason.,moderate
ACL on distribution router DR-01 blocking UDP 514 from my syslog sender at 10.70.0.45 to collector at 10.70.0.200 — logs not arriving. TCP syslog to same collector works fine. Single source affected. Please add permit rule,simple
Laptop hinge cracked.,simple
Remote desktop session disconnects only when user is idle for exactly 10 minutes.,moderate
NTP association on my Ubuntu server LAB-SRV-02 showing reach value of 0 in chronyc sources — server configured to use 10.1.1.5 as source but never syncing. Firewall rule between lab VLAN and NTP server may be blocking UDP 123,simple
internet connected but very slow only some apps affected,moderate
Application menu bar is missing on one user's machine after a software update,moderate
Start menu search returns no results.,moderate
One specific meeting room's video display shows a blurry image when connected via HDMI but is sharp over USB-C,simple
cannot open folder,simple
PC won't resume from sleep when woken by keyboard. Mouse works fine.,simple
User locked out of their account after too many failed password attempts,simple
900 users affected. Removing summary route restores individual prefixes but breaks route aggregation policy. Null route not explicitly configured — summary generating implicit discard,complex
User needs Bluetooth turned on for their desktop machine that doesn't have a Bluetooth adapter,simple
USB drive not showing up.,simple
DHCP giving my workstation an address from the wrong subnet — getting 172.16.8.0/24 instead of expected 10.30.0.0/24. No troubleshooting attempted. Just noticed when I couldn't access the file server this morning,simple
DHCP scope for VLAN 60 nearly exhausted — 6 leases remain from 200 available. Eight users unable to get addresses this morning. Reduced lease time from 8 days to 4 hours as stopgap but addresses releasing slowly,moderate
PPPoE subscriber sessions on BRAS-01 dropping for 9 customers every night between 0100-0200. Sessions reconnect automatically after 2 minutes. RADIUS logs show normal authentication. LCP logs show remote-end initiated termination. ISP-side scheduled task suspected,moderate
SD-WAN policy on EDGE-SITE-09 sending video conferencing traffic over MPLS path instead of preferred broadband. QoS policy in vManage dashboard appears correct. Five meeting rooms affected. Rebooted edge device — issue returned after 10 minutes,moderate
One user's print jobs route to a printer on a different floor despite correct default set.,complex
Laptop gets extremely hot only when docked.,moderate
Microphone not picking up sound in meetings.,simple
Helpdesk line is getting echo on every call placed from the third floor. Only outbound calls are affected. Inbound calls are clear.,moderate
Application opens on the wrong monitor every time despite being closed on the correct one.,moderate
"After office move, two users lost access to a shared drive no one else touched.",moderate
"After merging two AD forests, users from the acquired company can authenticate but their group memberships are not being evaluated correctly by access control policies. Native users are unaffected and group memberships look correct in the directory.",complex
SSL cert warning on https://reports.internal.corp — Firefox throwing SEC_ERROR_EXPIRED_CERTIFICATE. Only affects me since colleagues use Edge. Cert clearly expired based on the browser error details. Needs urgent renewal please,simple
Browser extension visible in toolbar but has no effect on any site.,simple
A software deployment package installs silently on 90% of machines in the fleet but fails on a consistent subset with no logged errors. Affected machines show no obvious configuration differences.,complex
Laptop battery drains faster than usual but only when a second display is connected.,moderate
"After migrating to new server, some users can search files but others get no results at all.",complex
A middleware service that brokers data between two internal systems started timing out for payloads above 2MB. Smaller payloads go through fine. No config changes were made recently.,complex
User reports their chat status in Teams resets to Busy every morning at 9am automatically.,complex
"After a SAN controller replacement, one application's write performance degraded by 60% while reads remain normal. Other applications on the same SAN are unaffected. I/O metrics at the SAN level show no bottleneck.",complex
BGP peer 203.0.113.50 going idle then active twice per day on edge router EDGE-01. Authentication confirmed correct both ends. ISP claims stability on their side. URGENT for management since this is our redundant upstream link,moderate
Email client shows inbox as empty but count badge shows 47 unread.,moderate
Home button missing from browser toolbar.,simple
login error sometimes but works retry,moderate
Two monitors show different color temperatures despite both being calibrated last week,simple
Routing asymmetry detected between CORE-A and CORE-B for prefix 10.90.0.0/16 — outbound traffic taking CORE-A path but return traffic via CORE-B. Stateful firewall in-path dropping return packets. Six server-to-server flows affected. Adjusting OSPF cost on CORE-B uplink being evaluated,moderate
background job failing silently no alerts configured,complex
User receives out-of-office replies from themselves when emailing colleagues.,complex
MPLS circuit between HQ and BRANCH-BOSTON showing increased latency — averaging 85ms instead of normal 12ms since Monday. Provider SLA ticket opened. Our PE router PE-EAST-01 showing no errors. QoS policy unchanged. Provider investigation ongoing with no update,moderate
User wants to remove the password from a PDF they created,simple
User's Outlook opens but freezes when switching between folders. Webmail works fine.,moderate
"After deploying a new GPO, machines in one site are applying it correctly, but machines at a remote site connected via VPN are only applying it inconsistently, with no errors in the GP event log",complex
An internal REST API started returning 504 timeout errors for requests that take longer than 30 seconds. Shorter requests work fine. Issue affects all consumers of the API.,complex
User's home directory is full and they can't save any new files,simple
printer prints but alignment wrong,moderate
User's profile picture on Teams updates immediately but shows old photo in Outlook.,moderate
"Headphones connected, no sound, correct device selected.",simple
User's OneDrive is syncing but only uploading files smaller than 50MB. Larger files stay queued indefinitely with no error shown.,moderate
MPLS path between sites SITE-BOSTON and SITE-AUSTIN showing 130ms latency instead of contracted 20ms since Friday afternoon. PE-EAST-01 and PE-SOUTH-01 showing clean interfaces. Provider ticket raised Saturday. No resolution update received yet from them,moderate
"After a Group Policy update, users in two OUs lost access to mapped drives. A third OU with the same policy applied is unaffected. Reverting the GPO restores access but breaks a separate security requirement.",complex
DNS split-horizon returning wrong zone data for vpn.company.com to four remote VPN users — external view returning public IP while connected clients need internal IP 10.100.0.50. Internal view policy exists but not matching VPN client source addresses correctly,moderate
One specific font renders with incorrect spacing in one app on one machine.,complex
cache sync issue between nodes stale data persists,complex
New keyboard types fine but media keys don't work.,simple
wifi icon missing,simple
Antivirus quarantined a file that the user needs for their work. They are sure it is safe.,simple
Scroll wheel clicks but doesn't scroll.,simple
A web-based internal tool works in Internet Explorer but throws JavaScript errors in Chrome and Edge. Switching browser isn't an option due to business requirements.,complex
Print to PDF saves file with no extension.,simple
QoS configuration stripping DSCP markings on my softphone traffic — voice calls choppy only for me. Everyone else on same floor sounds fine. PBX team says the issue is network side. P1 for client calls,simple
Trunk port between my desk's unmanaged switch and wall jack seems to be causing VLAN issues for me only. Getting access to wrong resources. Colleagues directly plugged into wall jacks are completely fine all day,simple
File sync client is stuck at 99% and won't complete. Restarting the app doesn't help.,moderate
User cannot open .msg files directly from the network drive. Works fine from their local desktop.,moderate
Hard drive activity light stays solid on during idle.,moderate
Same user gets access denied on a folder Monday but it works fine on Tuesday.,complex
DNS resolution failing on workstation WKSTN-042 — nslookup returns SERVFAIL for all external domains. Internal names resolve fine. No changes made recently. Please check DNS forwarder config or point me to correct server address,simple
Recovery partition missing from disk management after OS reinstall.,moderate
An on-premise application that pulls exchange rates from an external API started returning stale data. The API is live and returning current data when called directly. The application's cache was cleared.,complex
DHCP not handing out an address to my new docking station — stuck on 169.254.0.0 range. Laptop plugged directly into wall jack. Same cable worked last week with old dock. Please send someone or advise fix,simple
DHCP starvation suspected on VLAN 10 — lease count at 248 of 250 with no indication of rogue clients. Seven users unable to obtain addresses since 0800. Reduced lease time to 2 hours as workaround. Root cause unclear,moderate
Browser homepage keeps resetting after every launch.,moderate
User gets logged out of one specific internal app every 9 minutes exactly.,complex
User needs a second email alias added to their account,simple
User's Windows clock is showing the wrong time even after syncing with the time server,moderate
User reports the mouse cursor is visible on the login screen but keyboard input is not.,moderate
VPN connects successfully but disconnects after exactly 60 seconds every single time. Using GlobalProtect client version 5.2.9. Nobody else on my team has this issue. No recent changes on my laptop at all,simple
Antivirus quarantined a file that's needed for a business app. Restore doesn't stick.,moderate
300 internal users affected. Zone NSEC3 records being stripped but authoritative server performance degrading,complex
Application license valid on standalone machine but rejected when same machine joins domain.,complex
"After a storage volume expansion, a database that was restored to that volume shows correct data for most tables but two tables appear stuck at a snapshot from two days prior.",complex
Smart card reader works but only every other login attempt.,complex
Laptop shuts down abruptly when battery drops to 30%. Battery health report shows normal capacity.,moderate
Laptop keyboard works normally except the spacebar requires a hard press to register,simple
"User gets a certificate error when visiting the internal HR portal. Error only appears in Chrome, not Edge.",moderate
A new employee's machine is not receiving any GPO settings despite being joined to the correct OU. Other machines joined at the same time are receiving policies without issue.,moderate
A custom PowerShell script that provisions new user accounts started failing for users whose names contain special characters. Works fine for standard names.,complex
Copy from web browser pastes as plain text in Word but as formatted in Notepad.,complex
Display driver keeps crashing and recovering on one specific game only.,moderate
Laptop trackpad sensitivity is too high and needs adjusting,simple
"After a certificate renewal on the internal auth server, SSO works for web apps but desktop apps prompt for credentials repeatedly. Token logs show successful issuance but clients reject them.",complex
Mouse cursor changes to crosshair randomly and stays until reboot.,moderate
PC won't wake from hibernate but wakes from sleep fine.,moderate
Printer on the 3rd floor is out of paper,simple
User deleted their own email account from Outlook by mistake. Needs it re-added.,simple
PC turns on but no display. Beep code heard.,moderate
User's laptop won't resume from sleep when the lid is opened,simple
One specific website loads in IE but not in Chrome or Firefox.,moderate
A file server migration completed but three users consistently get disconnected from their mapped drives every 45 minutes. All other users are stable. Affected users span different departments and floors.,complex
Specific font missing from Word but installed and visible in Control Panel.,moderate
Print preview looks correct but output is mirrored horizontally.,moderate
App runs fine for 30 users. Crashes on launch for one. Clean reinstall did nothing.,complex
Volume icon missing from system tray.,simple
Application performance degrades significantly after 2 PM every day. Server resource usage looks normal. Issue resolves overnight without any intervention.,complex
"Spanning tree port role for Gi0/1 on SW-CORE-04 showing ""alternate"" unexpectedly — should be designated for that segment. Root bridge is correct at SW-CORE-01. Checked port cost — looks correct. No new switches recently added to that segment. TCN count elevated on that port",moderate
"After a network firewall upgrade, traffic between two internal subnets that had always communicated freely started being blocked. No rules explicitly deny the traffic and allow rules appear to be in place.",complex
User reports emails arriving with tomorrow's date.,moderate
User's desktop background is stretching incorrectly across dual monitors,simple
VPN works on home Wi-Fi but not on mobile hotspot.,moderate
Network drive disconnects every night and doesn't reconnect until manually remapped.,moderate
An SNMP monitoring tool stopped receiving traps from 4 out of 30 network devices after a VLAN reconfiguration. The 4 devices are on different VLANs but all route through the same core switch.,complex
SD-WAN control plane certificates expired simultaneously on vManage cluster and all 118 edge devices — certificate auto-renewal job failed silently 90 days ago. Edges in offline mode with no policy updates. Manually renewed vManage cert. Edges still rejecting connection — certificate trust store on edges references old CA that is no longer valid,complex
Device manager shows no issues but scanner not detected by any software.,moderate
Laptop fan very loud all the time.,simple
Caps lock light blinks three times on startup then system halts.,complex
A user is being asked to re-authenticate every 15 minutes on the internal portal despite 'Remember me' being selected,moderate
Application toolbar icons all became identical grey squares.,moderate
Windows update is stuck at 35% for over two hours,moderate
Application hangs only when two specific users are logged into the same terminal server session simultaneously. Works fine individually.,complex
A nightly ETL job that pulls from three data sources started producing mismatched row counts in the output. Two sources are consistent. The third source has a replication lag that varies by time of day.,complex
ACL on INET-RTR-01 blocking my SSH sessions to jump host 10.30.0.5. Telnet to same host works fine. Other engineers reach the jump host via SSH without any problem. No policy changes were announced,simple
"After adding a secondary DNS suffix to workstations at a branch office, local hostname resolution broke for devices on that subnet. Removing the suffix restores resolution.",complex
Application toolbar icons are too small to read on a high-resolution display,simple
User wants their email font size changed to 12pt by default,simple
remote login slow but local works fine,moderate
Laptop screen has a faint horizontal line near the top.,simple
 no improvement. Network path not yet investigated. Feed provider confirmed no issues on their end,moderate
700 users experiencing brief routing outages six times per day since leap second event Sunday. Workaround of disabling NTP leap-second processing breaks stratum compliance. Cisco bug CSCwh55123 confirmed,complex
"Three applications share single sign-on. Login works for two, loops on the third.",complex
200 users lost network access as 340 VLANs were wiped. Physical isolation of rogue switch completed. VLAN reconstruction from backup config ongoing — 65 switches still missing correct VLAN database after 2 hours,complex
User needs the company logo set as their email signature image,simple
"After a tenant-level Teams policy update, meeting recordings stopped saving to SharePoint for one department. Other departments are unaffected and no department-level policy was changed.",complex
Application works for all users on floor 2 but hangs on launch for everyone on floor 3.,complex
"Intermittent login failures on a shared kiosk machine. Sometimes it logs in fine, sometimes it freezes at the loading screen. No error message shown. Event logs show conflicting entries from two different GPOs being applied.",complex
Can't change desktop wallpaper.,simple
"After a WAN link failover, branch office traffic started routing through the backup link correctly but latency to internal servers tripled. The backup link has sufficient bandwidth and no QoS rules applied.",complex
user roles behaving incorrectly across modules complex mapping issue,complex
Proxy CONNECT method being blocked for five developers trying to use git over HTTPS through corporate proxy at proxy.corp:8080 — regular HTTPS browsing works fine. Proxy access logs show CONNECT requests to github.com:443 denied by policy. Whitelist request submitted but pending review,moderate
User spilled water on keyboard. Some keys not responding.,simple
Same user gets certificate errors on three different browsers on two different machines.,complex
VPN split-tunnel policy update last Monday broke access to on-prem lab 10.100.0.0/16 for five engineers. Group policy looks correct in ASDM. Re-pushed profile to three clients manually — no improvement. Others on same policy unaffected,moderate
User wants their taskbar moved back to the bottom of the screen,simple
User's Outlook keeps asking them to accept the license agreement every time it opens,simple
Dock charges laptop but doesn't pass through video.,moderate
QoS Ansible playbook deployed to 80 WAN edge routers at 0300 — DSCP EF traffic now classified as best-effort on all devices. Voice and video broken company-wide. Rollback playbook ran successfully per Ansible output but show policy-map still shows incorrect classification on 65 routers. Manual fix on 8 routers inconsistent,complex
"After a scheduled maintenance window, an internal API gateway started rejecting requests from one upstream service but accepting identical requests from two others. Auth tokens, headers, and payload formats are the same across all three.",complex
User's profile photo in Teams shows someone else's picture.,simple
VPN split tunneling seems to have stopped working for my account — all my traffic going through the tunnel now including Netflix causing extreme slowness. Was working last week. No client changes made at all,simple
Meeting invites sent from one user show no subject line to all recipients.,complex
System tray icons disappear after waking from sleep.,simple
User migrated to a new machine and their browser bookmarks didn't carry over,simple
Mouse right-click only works when left button held down simultaneously.,simple
"VPN tunnel drops immediately after connecting — Cisco AnyConnect shows ""Secure Gateway Unreachable"" error. Happened starting this morning. Only my MacBook affected. No software updates were installed overnight that I know of",simple
"Same URL bookmarked on two machines opens different pages, one is outdated cached version.",moderate
"IPSec hub FW-HUB-01 rejecting IKEv2 auth from all 71 spoke sites since certificate renewal at 0100 — ""TS_UNACCEPTABLE: no matching traffic selector"" on every branch. Phase 1 completes correctly everywhere. Manually rebuilt tunnel config on two spokes — same failure. Traffic selectors appear identical to working config from last week",complex
"After a middleware upgrade, one integration passes data correctly in the test environment but silently drops records containing null values in production, while test data does not include nulls",complex
data mismatch across reports after migration maybe schema or transform issue,complex
A web application returns a 200 response but displays a blank page in Chrome. Firefox shows content correctly. No console errors appear in Chrome.,moderate
"Two departments are unable to access a shared folder after an AD group restructure. One department regained access after a GPO refresh, the other still cannot. Permissions appear identical in the console.",complex
HDMI connected to projector but laptop screen goes black instead of mirroring.,moderate
User's fingerprint login stopped working after a firmware update,simple
A log aggregation pipeline started dropping around 3% of log entries from one server. The server is generating logs correctly and the network path shows no packet loss. Dropped entries follow no identifiable pattern.,complex
One user's Teams status always shows as 'Away' even when they're actively using the computer,moderate
Night light setting won't stay off.,simple
User's login session on shared workstation is still active after they physically left the building.,complex
Application logs out user after idle but doesn't lock the screen.,moderate
"Three monitors connected, only two detected.",moderate
"After a storage tier migration, a reporting tool started pulling data noticeably slower. The data volume hasn't changed and the network path is the same. Storage latency metrics look normal at the array level but elevated at the host level.",complex
User's laptop doesn't recognise the SD card inserted in the built-in slot,moderate
User changed their laptop and now their authenticator app codes don't match,simple
"After an ERP patch, the approval workflow sends notifications correctly for low-value requests but skips the second approver for any request above a threshold. The threshold field in the config is set correctly.",complex
NAT translation seems broken for just my PC at 192.168.1.114 — internal sites work perfectly fine but anything on the internet times out. My neighbor's machine on same desk works great. No config changes were made recently,simple
"After upgrading a web server to a newer TLS version, one internal application stopped connecting to it. The application's logs show a generic handshake failure with no cipher detail.",complex
usb disconnecting when moving cable,moderate
Numpad produces letters instead of numbers.,simple
Laptop won't detect the wireless network at a client's office but connects to all other Wi-Fi networks,moderate
Application shortcut on the desktop opens the wrong version of the software,simple
Trunk port on SW-ACCESS-22 carrying VLANs 10 20 30 — VLAN 30 traffic missing after patch cable was swapped last night. VLANs 10 and 20 working fine. No config changes were made during the cable replacement at all,simple
Screen goes to sleep and won't wake up without a hard reboot.,moderate
"Laptop lid close does nothing, screen stays on.",simple
"After IT replaced the switch, two printers stopped being visible on the network.",moderate
PPPoE subscriber on CPE-HOME-OFFICE-22 getting disconnected during peak hours only — 1700-1900 daily. Re-authentication succeeds but IP changes each time breaking VPN tunnels. RADIUS lease timeout not matching PPPoE session keepalive. Affects this one business user significantly. P1 for them,moderate
Audio output switches automatically to the wrong device every time a USB device is plugged in,simple
Company laptop won't connect to a hotel Wi-Fi even though other personal devices connect fine on the same network,moderate
User's email signature appears blank to recipients on mobile but shows fine on desktop clients.,moderate
SSD shows in BIOS but not in Windows disk management.,moderate
A remote desktop session disconnects whenever the user tries to print from within it. Printing locally works fine. Only one specific printer causes the disconnect.,moderate
User's external hard drive makes a clicking noise when plugged in and doesn't mount,simple
PC powers on but operating system never loads. Different error on each attempt.,complex
LLDP neighbor table empty for my newly deployed workstation on distribution switch DS-02. Port showing up/up state. CDP also showing no neighbors. Desk relocation happened yesterday — suspect port not configured correctly for this VLAN,simple
Power button triggers restart instead of shutdown.,simple
Emails sent from a shared mailbox are landing in recipients' spam folders. Started happening this week. No changes were made to the mailbox settings.,moderate
PPPoE sessions for eight customers on BRAS-02 dropping nightly between 0100 and 0130. Auto-reconnect works within 3 minutes. RADIUS logs show clean authentication. LCP termination requests originating from CPE side. Suspect ISP-scheduled job triggering disconnects,moderate
User's wireless keyboard keeps losing connection after a few minutes of inactivity,simple
screen dim suddenly,simple
Application license is valid but the software reverts to a restricted mode after the machine is offline for more than 48 hours,moderate
A department's automated invoicing system sends emails correctly on weekdays but consistently fails to deliver on weekends. The mail server is running and other weekend jobs succeed.,complex
Laptop power button needs to be held down for 10 seconds before the machine turns on,moderate
User's replies always get flagged as spam by recipients on one specific domain.,complex
QoS not prioritizing my VOIP traffic correctly — on calls my audio cuts out every few minutes but video is fine. Colleagues on same AP have great call quality. Is DSCP EF being honored for my MAC address?,simple
Keyboard backlight won't turn off.,simple
"After a domain controller failover test, three service accounts stopped authenticating. Reverting to the primary DC restored two of them but the third still fails.",complex
User's work laptop doesn't detect AirPods as an audio device,simple
Remote users on one specific ISP can't reach the corporate web portal. All other ISPs work fine. The portal is cloud-hosted.,complex
Teams meeting recording saves to wrong user's OneDrive even though host started the recording.,complex
Tab key skips two fields instead of one in web form.,simple
Audio output switches from headphones to speakers randomly during use.,moderate
Notifications badge on app icon not clearing after messages are read.,simple
Automatic timezone detection sets wrong city despite location services enabled.,moderate
Cursor disappears when moved to second screen.,simple
Printer driver install fails silently with no error on one specific machine,moderate
Laptop HDMI port works with one monitor but not another,moderate
200 users lost internet access when a route-map applied to all peers incorrectly matched and denied every inbound prefix. Removed route-map from all peers — BGP sessions bounced but table taking 40 minutes to converge. Automation change window not properly reviewed,complex
Two users swapped desks and now both have permission issues they didn't have before.,complex
Second monitor detected but shows as mirror even when extended mode is selected.,moderate
User needs read-only access to a shared project folder,simple
Search bar in start menu has stopped indexing new files.,moderate
"After a switch port was replaced on a server, the bonded network interface dropped from 2Gbps to 1Gbps. Both physical ports show as active and the bond config is unchanged.",complex
New joiner account created in AD but user not visible in company directory after 3 days.,moderate
Load balancer VIP 10.2.3.50 serving the HR portal returning 503 for roughly 25 percent of requests. All three backend nodes showing healthy in pool. Persistence profile is source-IP. Logs show connections resetting after 30-second timeout,moderate
"App performance degrades progressively throughout the day, fresh login fixes it until next day.",complex
One user in a shared team drive can move files but can't rename them.,moderate
User wants to set up an email rule to move newsletters to a specific folder,simple
"After adding a new VLAN for IoT devices, those devices can access the internet but cannot reach the internal monitoring server, which is on a different VLAN. Routing rules appear correct.",complex
User's email signature renders correctly in Outlook but strips formatting in webmail only.,moderate
Recycle bin icon not changing when items are inside it.,simple
User receives meeting invites they already declined every morning at 8am.,complex
Microphone volume resets to 0 after every reboot.,moderate
ctrl+s not saving in one specific application,simple
Firewall blocking my browser access to our cloud backup dashboard at backup.veeam-cloud.io — started yesterday afternoon. No policy change requests submitted by my team. Other departments reach it fine. Please add exception,simple
Clipboard history feature enabled but nothing gets saved to it.,simple
User spilled coffee near the laptop but it appears to be working. Wants it checked.,simple
email sync delayed sometimes works later,moderate
Both USB ports on left side of laptop stopped working simultaneously.,simple
Laptop keyboard types an extra character on fast keystrokes only.,moderate
External hard drive shows up but files aren't visible.,moderate
Airplane mode toggle missing from quick settings.,simple
"After enabling audit logging on the file server, write performance dropped by 40% for all users accessing large files",complex
Mouse scroll wheel not working,simple
"PC powers on, posts, then restarts in a loop before reaching login.",moderate
battery icon missing,simple
A user's browser homepage keeps resetting to a different site after every restart,moderate
Headphone jack crackles at certain volume levels.,simple
Spanning tree topology change notifications spiking every 8 minutes on VLAN 200 across building B. Ran show spanning-tree detail — TCN counter climbing rapidly. PortFast not enabled on three identified access ports but disabling them didn't fully resolve,moderate
Excel auto-fills dates incorrectly only in columns with merged cells above.,complex
"A specific webpage loads for everyone except one user, even after clearing cache and trying incognito.",moderate
"All 94 IPSec spoke tunnels terminated on Fortinet FortiGate 3400E failed after root CA certificate renewal at 0300 — IKEv2 negotiation returning ""AUTHENTICATION_FAILED: no certificate"" on every spoke. Phase 1 IKE_SA_INIT succeeds. New CA bundle pushed to FortiGate via FortiManager. Manually imported cert on three spokes — same failure. Intermediate CA missing from chain",complex
"Laptop overheats only when running on battery, stays cool when plugged in.",moderate
User reports mouse sensitivity doubles when a particular app is running in the background.,complex
Wi-Fi signal strong but speed tests show under 1Mbps on this device only.,complex
User cannot change their profile picture in Teams,simple
File server accessible by IP but not by hostname from one specific machine.,complex
