text,complexity
The office door access system stopped recognizing employee badges after the server was rebooted this morning. Physical key override still works.,complex
A Python script that sends daily summary emails started attaching yesterday's report instead of today's. The file naming logic references the current date.,moderate
"After enforcing TLS 1.3 on internal web servers, an automated health check system started reporting all monitored services as down. The services themselves are accessible and functional.",complex
User can't hear audio during Teams calls but others can hear them fine,simple
User needs the corporate wallpaper applied to their desktop,simple
User cannot open .msg files directly from the network drive. Works fine from their local desktop.,moderate
User's email signature is missing images when received by external recipients,moderate
battery draining fast,simple
"After a password reset, a user's account unlocks briefly then locks again within two minutes. No failed login attempts are logged during that window.",complex
logs showing no error but functionality breaking unclear root cause,complex
